-180.0000     0.0000     0.3500  
-179.0000     0.0000     0.3500  
-178.0000     0.0000     0.3500  
-177.0000     0.0000     0.3500  
-176.0000     0.0000     0.3500  
-175.0000     0.0000     0.3500  
-174.0000     0.0000     0.3500  
-173.0000     0.0000     0.3500  
-172.0000     0.0000     0.3500  
-171.0000     0.0000     0.3500  
-170.0000     0.0000     0.3500  
-169.0000     0.0000     0.3500  
-168.0000     0.0000     0.3500  
-167.0000     0.0000     0.3500  
-166.0000     0.0000     0.3500  
-165.0000     0.0000     0.3500  
-164.0000     0.0000     0.3500  
-163.0000     0.0000     0.3500  
-162.0000     0.0000     0.3500  
-161.0000     0.0000     0.3500  
-160.0000     0.0000     0.3500  
-159.0000     0.0000     0.3500  
-158.0000     0.0000     0.3500  
-157.0000     0.0000     0.3500  
-156.0000     0.0000     0.3500  
-155.0000     0.0000     0.3500  
-154.0000     0.0000     0.3500  
-153.0000     0.0000     0.3500  
-152.0000     0.0000     0.3500  
-151.0000     0.0000     0.3500  
-150.0000     0.0000     0.3500  
-149.0000     0.0000     0.3500  
-148.0000     0.0000     0.3500  
-147.0000     0.0000     0.3500  
-146.0000     0.0000     0.3500  
-145.0000     0.0000     0.3500  
-144.0000     0.0000     0.3500  
-143.0000     0.0000     0.3500  
-142.0000     0.0000     0.3500  
-141.0000     0.0000     0.3500  
-140.0000     0.0000     0.3500  
-139.0000     0.0000     0.3500  
-138.0000     0.0000     0.3500  
-137.0000     0.0000     0.3500  
-136.0000     0.0000     0.3500  
-135.0000     0.0000     0.3500  
-134.0000     0.0000     0.3500  
-133.0000     0.0000     0.3500  
-132.0000     0.0000     0.3500  
-131.0000     0.0000     0.3500  
-130.0000     0.0000     0.3500  
-129.0000     0.0000     0.3500  
-128.0000     0.0000     0.3500  
-127.0000     0.0000     0.3500  
-126.0000     0.0000     0.3500  
-125.0000     0.0000     0.3500  
-124.0000     0.0000     0.3500  
-123.0000     0.0000     0.3500  
-122.0000     0.0000     0.3500  
-121.0000     0.0000     0.3500  
-120.0000     0.0000     0.3500  
-119.0000     0.0000     0.3500  
-118.0000     0.0000     0.3500  
-117.0000     0.0000     0.3500  
-116.0000     0.0000     0.3500  
-115.0000     0.0000     0.3500  
-114.0000     0.0000     0.3500  
-113.0000     0.0000     0.3500  
-112.0000     0.0000     0.3500  
-111.0000     0.0000     0.3500  
-110.0000     0.0000     0.3500  
-109.0000     0.0000     0.3500  
-108.0000     0.0000     0.3500  
-107.0000     0.0000     0.3500  
-106.0000     0.0000     0.3500  
-105.0000     0.0000     0.3500  
-104.0000     0.0000     0.3500  
-103.0000     0.0000     0.3500  
-102.0000     0.0000     0.3500  
-101.0000     0.0000     0.3500  
-100.0000     0.0000     0.3500  
-99.0000     0.0000     0.3500  
-98.0000     0.0000     0.3500  
-97.0000     0.0000     0.3500  
-96.0000     0.0000     0.3500  
-95.0000     0.0000     0.3500  
-94.0000     0.0000     0.3500  
-93.0000     0.0000     0.3500  
-92.0000     0.0000     0.3500  
-91.0000     0.0000     0.3500  
-90.0000     0.0000     0.3500  
-89.0000     0.0000     0.3500  
-88.0000     0.0000     0.3500  
-87.0000     0.0000     0.3500  
-86.0000     0.0000     0.3500  
-85.0000     0.0000     0.3500  
-84.0000     0.0000     0.3500  
-83.0000     0.0000     0.3500  
-82.0000     0.0000     0.3500  
-81.0000     0.0000     0.3500  
-80.0000     0.0000     0.3500  
-79.0000     0.0000     0.3500  
-78.0000     0.0000     0.3500  
-77.0000     0.0000     0.3500  
-76.0000     0.0000     0.3500  
-75.0000     0.0000     0.3500  
-74.0000     0.0000     0.3500  
-73.0000     0.0000     0.3500  
-72.0000     0.0000     0.3500  
